dnaSampleID,Site,Date,Type,Source,aquMicrobeType,MetaSample,WQGroup,WatershedArea,Latitude,Longitude,Elevation,NLCD_11,NLCD_12,NLCD_2,NLCD_31,NLCD_4,NLCD_5,NLCD_7,NLCD_81,NLCD_82,NLCD_90,NLCD_95,NRCS_ALF,NRCS_ARI,NRCS_AND,NRCS_ENT,NRCS_GEL,NRCS_HIS,NRCS_INC,NRCS_MOL,NRCS_OXI,NRCS_SPO,NRCS_ULT,NRCS_VER,NRCS_WATER,SW_PARavg,SW_TempAvg,SW_SpCondAvg,SW_DOAvg,SW_DOSatAvg,SW_pHAvg,SW_TurbAvg,SW_Qavg,SW_Runoffavg,SW_Alkalinity,SW_Br,SW_Ca,SW_Cl,SW_CO3,SW_DIC,SW_DOC,SW_F,SW_Fe,SW_HCO3,SW_K,SW_Mg,SW_Mn,SW_Na,SW_NH4,SW_NO3NO2,SW_OrthoP,SW_Si,SW_SO4,SW_TDN,SW_TDP,SW_TDS,SW_TN,SW_TOC,SW_TP,SW_TPC,SW_TSS,SW_UVAbsorbance_280nm,SW_UVAbsorbance_254nm,Sed_Perc2mmSieve,Sed_Al,Sed_Alkalinity,Sed_Ba,Sed_Be,Sed_Ca,Sed_Cd,Sed_PercClay,Sed_CO3,Sed_Conductivity,Sed_Cr,Sed_Cu,Sed_Fe,Sed_HCO3,Sed_Hg,Sed_K,Sed_Mg,Sed_Mn,Sed_Mo,Sed_Na,Sed_NH4,Sed_Ni,Sed_NO3NO2,Sed_OH,Sed_Pb,Sed_PercSolids,Sed_pH,Sed_PercSand,Sed_Sb,Sed_PercSilt,Sed_Sn,Sed_TC,Sed_Ti,Sed_TN,Sed_TP,Sed_TOC,Sed_Zn
LEWI.20190725.EPILITHON.3.DNA-DNA1,LEWI,7/25/19,Stream,Benthic,epilithon,0,5,11.9188,39.09421108,-77.98138833,126,0.0052,0,5.2506,0,15.6793,0,0,67.9938,10.9822,0,0.0879,70.608531,0,0,1.522975,0,0,9.800717,0,0,0,17.98776,0,0.08001616,13.66,17.27,566.25,8.89,92.64,8.08,67.19,72.5,0.53,5.5,0.005,67.033,22.19,0.005,70.935,1.41,2.03,0.001,261.955,2.796,16.955,0.001,7.354,0.058,1.543,0.036,8.585,17.735,2.726,0.016,400.75,2.669,1.34,0.279,"1,610.01",14.5,0.0198,0.0443,98.85,12870,67.24,86.55,0.83,111470,0.4,18.75,1.8,0.76,19.98,10.94,14080,67.24,32.44,1249,4597,531.7,1,54.47,1.42,11.65,7.96,1.8,11.88,44.69,7.6,32,0.12,49.25,3.12,6.7,140.5,0.26,558.7,3.05,35.31
LEWI.20190725.EPIPELON.1.DNA-DNA1,LEWI,7/25/19,Stream,Benthic,epipelon,0,5,11.9188,39.09421108,-77.98138833,126,0.0052,0,5.2506,0,15.6793,0,0,67.9938,10.9822,0,0.0879,70.608531,0,0,1.522975,0,0,9.800717,0,0,0,17.98776,0,0.08001616,13.66,17.27,566.25,8.89,92.64,8.08,67.19,72.5,0.53,5.5,0.005,67.033,22.19,0.005,70.935,1.41,2.03,0.001,261.955,2.796,16.955,0.001,7.354,0.058,1.543,0.036,8.585,17.735,2.726,0.016,400.75,2.669,1.34,0.279,"1,610.01",14.5,0.0198,0.0443,98.85,12870,67.24,86.55,0.83,111470,0.4,18.75,1.8,0.76,19.98,10.94,14080,67.24,32.44,1249,4597,531.7,1,54.47,1.42,11.65,7.96,1.8,11.88,44.69,7.6,32,0.12,49.25,3.12,6.7,140.5,0.26,558.7,3.05,35.31
LEWI.20190725.EPIPELON.2.DNA-DNA1,LEWI,7/25/19,Stream,Benthic,epipelon,0,5,11.9188,39.09421108,-77.98138833,126,0.0052,0,5.2506,0,15.6793,0,0,67.9938,10.9822,0,0.0879,70.608531,0,0,1.522975,0,0,9.800717,0,0,0,17.98776,0,0.08001616,13.66,17.27,566.25,8.89,92.64,8.08,67.19,72.5,0.53,5.5,0.005,67.033,22.19,0.005,70.935,1.41,2.03,0.001,261.955,2.796,16.955,0.001,7.354,0.058,1.543,0.036,8.585,17.735,2.726,0.016,400.75,2.669,1.34,0.279,"1,610.01",14.5,0.0198,0.0443,98.85,12870,67.24,86.55,0.83,111470,0.4,18.75,1.8,0.76,19.98,10.94,14080,67.24,32.44,1249,4597,531.7,1,54.47,1.42,11.65,7.96,1.8,11.88,44.69,7.6,32,0.12,49.25,3.12,6.7,140.5,0.26,558.7,3.05,35.31
LEWI.20190725.EPIPELON.3.DNA-DNA1,LEWI,7/25/19,Stream,Benthic,epipelon,0,5,11.9188,39.09421108,-77.98138833,126,0.0052,0,5.2506,0,15.6793,0,0,67.9938,10.9822,0,0.0879,70.608531,0,0,1.522975,0,0,9.800717,0,0,0,17.98776,0,0.08001616,13.66,17.27,566.25,8.89,92.64,8.08,67.19,72.5,0.53,5.5,0.005,67.033,22.19,0.005,70.935,1.41,2.03,0.001,261.955,2.796,16.955,0.001,7.354,0.058,1.543,0.036,8.585,17.735,2.726,0.016,400.75,2.669,1.34,0.279,"1,610.01",14.5,0.0198,0.0443,98.85,12870,67.24,86.55,0.83,111470,0.4,18.75,1.8,0.76,19.98,10.94,14080,67.24,32.44,1249,4597,531.7,1,54.47,1.42,11.65,7.96,1.8,11.88,44.69,7.6,32,0.12,49.25,3.12,6.7,140.5,0.26,558.7,3.05,35.31
LEWI.20190725.EPIPELON.4.DNA-DNA1,LEWI,7/25/19,Stream,Benthic,epipelon,0,5,11.9188,39.09421108,-77.98138833,126,0.0052,0,5.2506,0,15.6793,0,0,67.9938,10.9822,0,0.0879,70.608531,0,0,1.522975,0,0,9.800717,0,0,0,17.98776,0,0.08001616,13.66,17.27,566.25,8.89,92.64,8.08,67.19,72.5,0.53,5.5,0.005,67.033,22.19,0.005,70.935,1.41,2.03,0.001,261.955,2.796,16.955,0.001,7.354,0.058,1.543,0.036,8.585,17.735,2.726,0.016,400.75,2.669,1.34,0.279,"1,610.01",14.5,0.0198,0.0443,98.85,12870,67.24,86.55,0.83,111470,0.4,18.75,1.8,0.76,19.98,10.94,14080,67.24,32.44,1249,4597,531.7,1,54.47,1.42,11.65,7.96,1.8,11.88,44.69,7.6,32,0.12,49.25,3.12,6.7,140.5,0.26,558.7,3.05,35.31
LEWI.20190725.EPIPELON.5.DNA-DNA1,LEWI,7/25/19,Stream,Benthic,epipelon,0,5,11.9188,39.09421108,-77.98138833,126,0.0052,0,5.2506,0,15.6793,0,0,67.9938,10.9822,0,0.0879,70.608531,0,0,1.522975,0,0,9.800717,0,0,0,17.98776,0,0.08001616,13.66,17.27,566.25,8.89,92.64,8.08,67.19,72.5,0.53,5.5,0.005,67.033,22.19,0.005,70.935,1.41,2.03,0.001,261.955,2.796,16.955,0.001,7.354,0.058,1.543,0.036,8.585,17.735,2.726,0.016,400.75,2.669,1.34,0.279,"1,610.01",14.5,0.0198,0.0443,98.85,12870,67.24,86.55,0.83,111470,0.4,18.75,1.8,0.76,19.98,10.94,14080,67.24,32.44,1249,4597,531.7,1,54.47,1.42,11.65,7.96,1.8,11.88,44.69,7.6,32,0.12,49.25,3.12,6.7,140.5,0.26,558.7,3.05,35.31
LEWI.20191022.EPIPELON.1.DNA-DNA1,LEWI,10/22/19,Stream,Benthic,epipelon,0,5,11.9188,39.09421108,-77.98138833,126,0.0052,0,5.2506,0,15.6793,0,0,67.9938,10.9822,0,0.0879,70.608531,0,0,1.522975,0,0,9.800717,0,0,0,17.98776,0,0.08001616,7.6,13.41,582.21,9.46,85.6,7.9,5.02,79.2,0.57,5.59,0.005,47.51,25.61,0.005,69.23,1.292,0.52,0.001,187.65,3.092,16.22,0.001,9.16,0.074,2.835,0.33,8.302,18.554,2.687,0.018,296.41,2.83,0.996,0.234,570.621,24,0.0213,0.015,98.85,12870,67.24,86.55,0.83,111470,0.4,18.75,1.8,0.76,19.98,10.94,14080,67.24,32.44,1249,4597,531.7,1,54.47,1.42,11.65,7.96,1.8,11.88,44.69,7.6,32,0.12,49.25,3.12,6.7,140.5,0.26,558.7,3.05,35.31
LEWI.20191022.EPIPELON.2.DNA-DNA1,LEWI,10/22/19,Stream,Benthic,epipelon,0,5,11.9188,39.09421108,-77.98138833,126,0.0052,0,5.2506,0,15.6793,0,0,67.9938,10.9822,0,0.0879,70.608531,0,0,1.522975,0,0,9.800717,0,0,0,17.98776,0,0.08001616,7.6,13.41,582.21,9.46,85.6,7.9,5.02,79.2,0.57,5.59,0.005,47.51,25.61,0.005,69.23,1.292,0.52,0.001,187.65,3.092,16.22,0.001,9.16,0.074,2.835,0.33,8.302,18.554,2.687,0.018,296.41,2.83,0.996,0.234,570.621,24,0.0213,0.015,98.85,12870,67.24,86.55,0.83,111470,0.4,18.75,1.8,0.76,19.98,10.94,14080,67.24,32.44,1249,4597,531.7,1,54.47,1.42,11.65,7.96,1.8,11.88,44.69,7.6,32,0.12,49.25,3.12,6.7,140.5,0.26,558.7,3.05,35.31
LEWI.20191022.EPIPELON.3.DNA-DNA1,LEWI,10/22/19,Stream,Benthic,epipelon,0,5,11.9188,39.09421108,-77.98138833,126,0.0052,0,5.2506,0,15.6793,0,0,67.9938,10.9822,0,0.0879,70.608531,0,0,1.522975,0,0,9.800717,0,0,0,17.98776,0,0.08001616,7.6,13.41,582.21,9.46,85.6,7.9,5.02,79.2,0.57,5.59,0.005,47.51,25.61,0.005,69.23,1.292,0.52,0.001,187.65,3.092,16.22,0.001,9.16,0.074,2.835,0.33,8.302,18.554,2.687,0.018,296.41,2.83,0.996,0.234,570.621,24,0.0213,0.015,98.85,12870,67.24,86.55,0.83,111470,0.4,18.75,1.8,0.76,19.98,10.94,14080,67.24,32.44,1249,4597,531.7,1,54.47,1.42,11.65,7.96,1.8,11.88,44.69,7.6,32,0.12,49.25,3.12,6.7,140.5,0.26,558.7,3.05,35.31
LEWI.20191022.EPIPELON.4.DNA-DNA1,LEWI,10/22/19,Stream,Benthic,epipelon,0,5,11.9188,39.09421108,-77.98138833,126,0.0052,0,5.2506,0,15.6793,0,0,67.9938,10.9822,0,0.0879,70.608531,0,0,1.522975,0,0,9.800717,0,0,0,17.98776,0,0.08001616,7.6,13.41,582.21,9.46,85.6,7.9,5.02,79.2,0.57,5.59,0.005,47.51,25.61,0.005,69.23,1.292,0.52,0.001,187.65,3.092,16.22,0.001,9.16,0.074,2.835,0.33,8.302,18.554,2.687,0.018,296.41,2.83,0.996,0.234,570.621,24,0.0213,0.015,98.85,12870,67.24,86.55,0.83,111470,0.4,18.75,1.8,0.76,19.98,10.94,14080,67.24,32.44,1249,4597,531.7,1,54.47,1.42,11.65,7.96,1.8,11.88,44.69,7.6,32,0.12,49.25,3.12,6.7,140.5,0.26,558.7,3.05,35.31
LEWI.20191022.EPIPELON.5.DNA-DNA1,LEWI,10/22/19,Stream,Benthic,epipelon,0,5,11.9188,39.09421108,-77.98138833,126,0.0052,0,5.2506,0,15.6793,0,0,67.9938,10.9822,0,0.0879,70.608531,0,0,1.522975,0,0,9.800717,0,0,0,17.98776,0,0.08001616,7.6,13.41,582.21,9.46,85.6,7.9,5.02,79.2,0.57,5.59,0.005,47.51,25.61,0.005,69.23,1.292,0.52,0.001,187.65,3.092,16.22,0.001,9.16,0.074,2.835,0.33,8.302,18.554,2.687,0.018,296.41,2.83,0.996,0.234,570.621,24,0.0213,0.015,98.85,12870,67.24,86.55,0.83,111470,0.4,18.75,1.8,0.76,19.98,10.94,14080,67.24,32.44,1249,4597,531.7,1,54.47,1.42,11.65,7.96,1.8,11.88,44.69,7.6,32,0.12,49.25,3.12,6.7,140.5,0.26,558.7,3.05,35.31
MART.20181011.AMC.EPILITHON.1-DNA1,MART,10/11/18,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,25.59,8.55,37.31,10.24,90.12,6.99,0.33,5.73,0.08,0.335,0.005,4.294,3.04,0.005,4.837,1.283,0.005,0.001,20.29,0.147,0.911,0.001,2.542,0.01,0.029,0.107,10.411,0.12,0.05,0.001,27.56,0.05,1.312,0.147,382.119,8,0.0284,0.0204,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20181011.AMC.EPILITHON.2-DNA1,MART,10/11/18,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,25.59,8.55,37.31,10.24,90.12,6.99,0.33,5.73,0.08,0.335,0.005,4.294,3.04,0.005,4.837,1.283,0.005,0.001,20.29,0.147,0.911,0.001,2.542,0.01,0.029,0.107,10.411,0.12,0.05,0.001,27.56,0.05,1.312,0.147,382.119,8,0.0284,0.0204,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20181011.AMC.EPILITHON.3-DNA1,MART,10/11/18,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,25.59,8.55,37.31,10.24,90.12,6.99,0.33,5.73,0.08,0.335,0.005,4.294,3.04,0.005,4.837,1.283,0.005,0.001,20.29,0.147,0.911,0.001,2.542,0.01,0.029,0.107,10.411,0.12,0.05,0.001,27.56,0.05,1.312,0.147,382.119,8,0.0284,0.0204,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20181011.AMC.EPILITHON.4-DNA1,MART,10/11/18,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,25.59,8.55,37.31,10.24,90.12,6.99,0.33,5.73,0.08,0.335,0.005,4.294,3.04,0.005,4.837,1.283,0.005,0.001,20.29,0.147,0.911,0.001,2.542,0.01,0.029,0.107,10.411,0.12,0.05,0.001,27.56,0.05,1.312,0.147,382.119,8,0.0284,0.0204,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20181011.AMC.EPILITHON.5-DNA1,MART,10/11/18,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,25.59,8.55,37.31,10.24,90.12,6.99,0.33,5.73,0.08,0.335,0.005,4.294,3.04,0.005,4.837,1.283,0.005,0.001,20.29,0.147,0.911,0.001,2.542,0.01,0.029,0.107,10.411,0.12,0.05,0.001,27.56,0.05,1.312,0.147,382.119,8,0.0284,0.0204,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20181011.AMC.EPILITHON.6-DNA1,MART,10/11/18,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,25.59,8.55,37.31,10.24,90.12,6.99,0.33,5.73,0.08,0.335,0.005,4.294,3.04,0.005,4.837,1.283,0.005,0.001,20.29,0.147,0.911,0.001,2.542,0.01,0.029,0.107,10.411,0.12,0.05,0.001,27.56,0.05,1.312,0.147,382.119,8,0.0284,0.0204,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20181011.AMC.EPILITHON.7-DNA1,MART,10/11/18,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,25.59,8.55,37.31,10.24,90.12,6.99,0.33,5.73,0.08,0.335,0.005,4.294,3.04,0.005,4.837,1.283,0.005,0.001,20.29,0.147,0.911,0.001,2.542,0.01,0.029,0.107,10.411,0.12,0.05,0.001,27.56,0.05,1.312,0.147,382.119,8,0.0284,0.0204,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20181011.AMC.EPILITHON.8-DNA1,MART,10/11/18,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,25.59,8.55,37.31,10.24,90.12,6.99,0.33,5.73,0.08,0.335,0.005,4.294,3.04,0.005,4.837,1.283,0.005,0.001,20.29,0.147,0.911,0.001,2.542,0.01,0.029,0.107,10.411,0.12,0.05,0.001,27.56,0.05,1.312,0.147,382.119,8,0.0284,0.0204,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20190430.EPILITHON.1.DNA-DNA1,MART,4/30/19,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,237.59,6.7,34.31,11.59,94.56,7.13,2.36,159.3,2.17,0.32,0.005,3.588,1.971,0.005,4.224,0.786,0.005,0.001,17.95,0.063,0.666,0.001,2.653,0.077,0.014,0.017,8.283,0.246,0.05,0.016,25.73,0.05,0.762,0.036,213.142,4,0.0126,0.0087,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20190430.EPILITHON.2.DNA-DNA1,MART,4/30/19,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,237.59,6.7,34.31,11.59,94.56,7.13,2.36,159.3,2.17,0.32,0.005,3.588,1.971,0.005,4.224,0.786,0.005,0.001,17.95,0.063,0.666,0.001,2.653,0.077,0.014,0.017,8.283,0.246,0.05,0.016,25.73,0.05,0.762,0.036,213.142,4,0.0126,0.0087,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20190430.EPILITHON.3.DNA-DNA1,MART,4/30/19,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,237.59,6.7,34.31,11.59,94.56,7.13,2.36,159.3,2.17,0.32,0.005,3.588,1.971,0.005,4.224,0.786,0.005,0.001,17.95,0.063,0.666,0.001,2.653,0.077,0.014,0.017,8.283,0.246,0.05,0.016,25.73,0.05,0.762,0.036,213.142,4,0.0126,0.0087,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20190430.EPILITHON.4.DNA-DNA1,MART,4/30/19,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,237.59,6.7,34.31,11.59,94.56,7.13,2.36,159.3,2.17,0.32,0.005,3.588,1.971,0.005,4.224,0.786,0.005,0.001,17.95,0.063,0.666,0.001,2.653,0.077,0.014,0.017,8.283,0.246,0.05,0.016,25.73,0.05,0.762,0.036,213.142,4,0.0126,0.0087,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20190430.EPILITHON.5.DNA-DNA1,MART,4/30/19,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,237.59,6.7,34.31,11.59,94.56,7.13,2.36,159.3,2.17,0.32,0.005,3.588,1.971,0.005,4.224,0.786,0.005,0.001,17.95,0.063,0.666,0.001,2.653,0.077,0.014,0.017,8.283,0.246,0.05,0.016,25.73,0.05,0.762,0.036,213.142,4,0.0126,0.0087,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20190430.EPILITHON.6.DNA-DNA1,MART,4/30/19,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,237.59,6.7,34.31,11.59,94.56,7.13,2.36,159.3,2.17,0.32,0.005,3.588,1.971,0.005,4.224,0.786,0.005,0.001,17.95,0.063,0.666,0.001,2.653,0.077,0.014,0.017,8.283,0.246,0.05,0.016,25.73,0.05,0.762,0.036,213.142,4,0.0126,0.0087,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20190430.EPILITHON.7.DNA-DNA1,MART,4/30/19,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,237.59,6.7,34.31,11.59,94.56,7.13,2.36,159.3,2.17,0.32,0.005,3.588,1.971,0.005,4.224,0.786,0.005,0.001,17.95,0.063,0.666,0.001,2.653,0.077,0.014,0.017,8.283,0.246,0.05,0.016,25.73,0.05,0.762,0.036,213.142,4,0.0126,0.0087,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20190430.EPILITHON.8.DNA-DNA1,MART,4/30/19,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,237.59,6.7,34.31,11.59,94.56,7.13,2.36,159.3,2.17,0.32,0.005,3.588,1.971,0.005,4.224,0.786,0.005,0.001,17.95,0.063,0.666,0.001,2.653,0.077,0.014,0.017,8.283,0.246,0.05,0.016,25.73,0.05,0.762,0.036,213.142,4,0.0126,0.0087,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20190718.EPILITHON.1.DNA-DNA1,MART,7/18/19,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,80.46,10.07,38.26,9.62,92.34,7.25,0.51,4.75,0.06,0.34,0.005,3.886,3.748,0.005,5.543,0.636,0.005,0.001,14.25,0.116,0.665,0.001,2.386,0.043,0.022,0.044,13.338,0.005,0.075,0.013,24.41,0.198,1.049,0.087,164.732,4,0.0207,0.0136,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20190718.EPILITHON.2.DNA-DNA1,MART,7/18/19,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,80.46,10.07,38.26,9.62,92.34,7.25,0.51,4.75,0.06,0.34,0.005,3.886,3.748,0.005,5.543,0.636,0.005,0.001,14.25,0.116,0.665,0.001,2.386,0.043,0.022,0.044,13.338,0.005,0.075,0.013,24.41,0.198,1.049,0.087,164.732,4,0.0207,0.0136,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
MART.20190718.EPILITHON.3.DNA-DNA1,MART,7/18/19,Stream,Benthic,epilithon,0,2,6.3437,45.79302861,-121.927077,341,0,0,5.6569,0,92.5114,1.831,0,0,0,0,0,0,0,2.530467,0,0,0,32.15819,0,0,0,0,0,0,80.46,10.07,38.26,9.62,92.34,7.25,0.51,4.75,0.06,0.34,0.005,3.886,3.748,0.005,5.543,0.636,0.005,0.001,14.25,0.116,0.665,0.001,2.386,0.043,0.022,0.044,13.338,0.005,0.075,0.013,24.41,0.198,1.049,0.087,164.732,4,0.0207,0.0136,85.36,31880,3.79,127.3,0.72,7763,1.91,14.75,1.8,0.06,8.58,67.56,41640,3.79,8.71,1400,6370,887.9,1.01,506.1,0.17,7.27,0.97,1.8,6.59,64.95,6.53,70.5,0.11,14.75,4.62,2.98,3218,0.03,828.6,2.35,87.58
